"","x"
"244","Fins a la victòria @dolorsbassac! <U+270A><U+0001F3FE> https://t.co/0KQXV7fiOR"
"245","<U+0001F3A5>[VÍDEO] @junqueras: ""Quiero poder negociar incluso con los que me encarcelan. No dejaré de defender la independencia y el bienestar de los ciudadanos por el hecho de que me quieran meter en la cárcel. Seguiré defendiendo lo mismo"" #JunquerasARV #AlCostatDeLaGent https://t.co/BtXY9vfsTD"
"246","<U+0001F3A5>[VÍDEO] @junqueras: ""La solución es la amnistía. Pero los aparatos del Estado saben que en condiciones de igualdad no nos ganan. Y utilizan la cárcel y nos quieren volver a encarcelar urgentemente, para impedir que les ganemos en las urnas<U+0001F4E9>"" #JunquerasARV #AlCostatDeLaGent https://t.co/b5ut5pMVCZ"
"247","<U+0001F534> ""Si el PSC defendiese la autodeterminación, otro gallo cantaría. Lo defendía y dejó de defenderlo, y se manifestó al lado de PP, Cs y Vox y nunca han pedido disculpas por manifestarse al lado de la extrema derecha"", dice @junqueras

#JunquerasARV <U+25B6>  https://t.co/S02Qu4FoqP https://t.co/IMC58GLBtD"
"248","<U+0001F3A5>[VÍDEO] @junqueras: ""Soy independentista, sí; soy republicano, sí; y no dejaré de serlo y lo defenderé democráticamente siempre. De hecho, un 80% de la población catalana también defiende un referéndum<U+0001F5F3><U+FE0F> y la amnistía<U+0001F397><U+FE0F>"" #JunquerasARV #AlCostatDeLaGent https://t.co/9ngFPAFppx"
"249","<U+0001F3A5>[VÍDEO] @junqueras: ""Con el PSC<U+274C> nada. Como voy a aceptar los votos del PSC que se manifestó al lado de la extrema derecha, que aprobó el 155 y que aplaude nuestra cárcel"" #AlCostatDeLaGent https://t.co/SBGmuAFBwO"
"250","Aquest dijous serem a #Magraners #AlCostatDeLaGent i al costat de l'amic @junqueras <U+0001F397><U+FE0F> Del municipalisme al Parlament de Catalunya amb @perearagones, @martavilaltat, @MeritxellSerret, @jfreixanet i @bernatsole.

<U+0001F4E9> fedlleida@esquerra.cat 
<U+0001F534> En directe a Youtube @Esquerra_ERC https://t.co/2gRpsqCuTE"
"251","T'envio l'abraçada més gran i et desitjo un feliç #AniversariBassa envoltada de família! Fins que no puguis celebrar-los plenament en llibertat, @dolorsbassac, no pararem! 

Per molts anys, consellera! <U+0001F49C><U+0001F618> #LlibertatPresesPolítiques https://t.co/inrB06KkNs"
"252","<U+0001F4C5>Dimecres 3 de febrer, en directe des del nostre Instagram @joventsstg en Gabriel Rufián @gabrielrufian i la Marta Rosique @MartaRosiq parlaran de la lluita contra l’extrema dreta i contestaran a les vostres preguntes a partir de les 20.30h <U+23F0>

Comparteix<U+203C><U+FE0F>

#PrenemElRelleu https://t.co/ZFkJswQQyH"
"253","<U+0001F4E2> D'aquí uns minuts, Oriol @junqueras serà entrevistat a @DebatAlRojoVivo de @laSextaTV<U+0001F4FA>. 

<U+0001F534> Pots seguir-ho en directe aquí <U+27A1><U+FE0F> https://t.co/JkqXeJNI9e

No t'ho perdis!<U+0001F600>

#AlCostatDeLaGent https://t.co/dA4dg5w2oq"
"254","1206 nits dels Jordis 
1189 nits de l’Oriol i el Quim 
1080 nits del Raül, Jordi, Josep i Dolors
1049 nits de la Carme

<U+0001F397>
Aguanteu que #guanyarem!
#llibertatPresesPolítiques #freeRomeva"
"255","<U+0001F4E2> RECORDA<U+203C><U+FE0F> AVUI a la plaça de l'Antic Escorxador celebrarem un gran acte amb la participació de @pauricoma, @raquelsans, @perearagones, entre altres, a les 19 h<U+203C><U+FE0F> Hi ha places limitades i es podrà seguir també a <U+0001F447><U+0001F447>https://t.co/khgH1nRN3Y #AlCostatDeLaGent https://t.co/dq9QzKpMsN"
"256","Recordant aquest moment avui que fas anys.... PER MOLTS ANYS DOLORS!!!! #AniversariBassa #FreeBassa #FreeThemAll #Amnistia https://t.co/naZX5Re1AD"
"257","Eatimada @dolorsbassac moltes felicitats, desitjo que passis un meravellós aniversari en companyia de les persones que estimes. Gaudeix del dia malgrat que hagis de dirmie a la presó. T'estimem. https://t.co/koRv01Hrh9"
"258","<U+0001F4E2> @junqueras, a #Lleida<U+2757><U+FE0F>

Acte polític amb <U+0001F49B>Oriol Junqueras, @perearagones @martavilaltat @MeritxellSerret @jfreixanet @bernatsole i @MiquelPueyo <U+270A>

<U+0001F4E7>inscripcions a fedlleida@esquerra.cat per als lleidatans i lleidatanes

<U+0001F4F2> en directe, a Youtube d’@Esquerra_ERC 

<U+0001F447> https://t.co/Vfmuh8dyXY"
"259","<U+0001F382>Avui és l'aniversari de la @dolorsbassac. Per molts anys, Dolors!<U+0001F49C><U+0001F49B>

Gràcies per la teva convicció, fortalesa i determinació. Seguirem lluitant per la vostra llibertat!<U+0001F397><U+FE0F>

#AniversariBassa #LlibertatPresesPolítiques https://t.co/Ur415tNlOX"
"260","La #ViaÀmplia és l'única via eficaç, l'única via guanyadora que ens permetrà arribar fins al final. Tenim gairebé 90 anys d’història, una història incansable d’honestedat i de lluita per la justícia social i la llibertat del nostre país! #AlCostatDeLaGent https://t.co/OHWAjwz1GY"
"261","Per molts anys, estimada @dolorsbassac! Sempre al teu costat per lluitar per la República catalana dels drets socials! Et volem lliure! https://t.co/RZ7IeWMN92"
"262","<U+0001F382> Per molts anys, Dolors. 
Et volem lliure, us volem lliures!!! #Llibertat <U+0001F397>
#LlibertatPresesPolítiques
#LlibertatPresosPolítics https://t.co/HdQaSwS8dn"
"263","<U+0001F4C5> Avui fem acte de campanya a Sallent, Navàs, Gaià, Balsareny, Artés, Avinyó, Sant Feliu Sasserra i Santpedor amb els candidats @LauraVilagrPons i @ferranestruch i els alcaldes i alcaldesses, a les 19:30h #AlCostatDeLaGent

<U+0001F4F2> Connecteu-vos-hi: https://t.co/4Uoi9lkTG3 https://t.co/sCxtgCtTa1"
"264","Companys, la Llei d'Espais Agraris ja s'ha aprovat aquest mandat mentre he estat consellera d'Agricultura, Ramaderia, Pesca i Alimentació i donant resposta a una reivindicació històrica del sector. 
https://t.co/8clHCzE5C5 https://t.co/LXi786nrBF"
"265","Estimada @dolorsbassac per molts anys!!!! 
Disfruta durant aquest dia del bri de llibertat. Però recordem que hauràs de dormir en la presó injusta"
"266","Per molts anys @dolorsbassac! Seguirem lluitant fins que els puguem celebrar en plena llibertat. Sempre amb tu! <U+0001F618> #AniversariBassa #LlibertatPresesPolítiques https://t.co/fk1m7X9unu"
"267","<U+0001F4C6> Dilluns, 01.02.21 vespre
<U+0001F4CD>Alcarràs
Acte polític presencial i telemàtic amb @MeritxellSerret @lojoan @jfreixanet i @santipelegri per explicar que volem omplir de vots republicans i independentistes, de vots per la governança republicana les urnes el #14F https://t.co/RIYY4bh17s"
"268","<U+0001F4C6> Dilluns 01.02.21 migdia 
<U+0001F4CD>Telemàtic - trobada de republicans i republicanes amb @martarovira i @junqueras
Força i convicció per guanyar! https://t.co/cj9iZIhBjn"
"269","""@Esquerra_ERC tiene capacidad de alianzas, somos los únicos que hemos puesto de acuerdo todos aquellos partidos que rechazamos el 155"", clou @perearagones #AragonèsEnLaSER #AlCostatDeLaGent https://t.co/1OvQmo8wzq"
"270",".@perearagones: ""El tercer grado es justicia, no es más que una forma de cumplimiento de la pena. No es normal que los presos políticos estén en la cárcel. Illa habla de pasar página, es imposible pasar página con personas injustamente en la cárcel"" #AragonèsEnLaSER https://t.co/CqaUrUC04x"
"271","<U+0001F534>DIRECTO | @perearagones: ""La alternativa al PSC en Madrid es el 'trifachito' y en Cataluña es @Esquerra_ERC""  
https://t.co/JNC5eIO9HS"
"272","""Somos los que podemos representar esa amplia mayoría en Catalunya: los presos políticos tienen que estar en libertad y el futuro de Catalunya se debe resolver votando"", afirma @perearagones #AragonèsEnLaSER #AlCostatDeLaGent https://t.co/74s7fRk6yv"
"273",".@perearagones: ""@Esquerra_ERC representa progreso e independencia y donde tiene fuerza es en las urnas, no tenemos la fuerza de los poderes económicos o mediáticos como otros sí tienen. De la misma forma que defendimos las urnas el 1O, lo haremos el #14F"" #AragonèsEnLaSER https://t.co/IvPxeG1Ta3"
"274","<U+0001F534>DIRECTO | @perearagones: ""Estoy seguro de que los catalanes y catalanas llenarán las urnas, y como candidato de ERC, espero que de papeletas de @Esquerra_ERC. Vamos a movilizar todo nuestro electorado"" 
https://t.co/JNC5eIO9HS"
"275",".@perearagones: ""Está todo preparado logísticamente para votar el #14F, otra cuestión es que, por la situación epidemiológica no es el mejor momento, por eso acordamos aplazarlas al 30 de mayo. Estamos en una situación de tercera ola"" #AragonèsEnLaSER #AlCostatDeLaGent https://t.co/dbWYYNV1Z4"
"276","Bon dia<U+0001F44B>! Ara @perearagones és entrevistat a <U+0001F4FB>@HoyPorHoy. Pots seguir-lo en directe aquí <U+0001F449>https://t.co/Zobcfu1g6y #AragonèsEnLaSER #AlCostatDeLaGent https://t.co/9mku9fuDTc"
"277",".@perearagones des de #LHospitalet de Llobregat: “Hem vingut a derrotar <U+274C> el PSC i a fer de la victòria republicana una victòria <U+0001F4AA> de llibertat, igualtat i justícia” #AlCostatDeLaGent https://t.co/0nzCHbC2uw"
"278","<U+0001F50A>A partir de las 8:30, sigue en directo la entrevista de @AngelsBarcelo a @perearagones, candidato de @Esquerra_ERC a la Generalitat. 
<U+0001F4FD>¡Síguela en directo! <U+0001F447> #AragonesEnLaSER
https://t.co/bV8ZI8nPa2"
"279","Missatge de les preses i els presos polítics: el 14-F, tothom a les urnes! https://t.co/STB8muGnxo"
"280","Avui acte a #Tarragona qur podeu seguir-lo al canal de Youtube d @Esquerra_ERC <U+270A><U+0001F3FE> https://t.co/F5oBBiGtMf"
"281","Hem vingut a derrotar el PSC i a fer de la victòria republicana una victòria de llibertat, igualtat i justícia! #AlCostatDeLaGent https://t.co/X4c8KlMsWZ"
"282","Visitem el centre especial de treball i xerrem amb els joves que es formen i treballen a la @fvo_cat. Entitat referent a la comarca en l’atenció, la cura, la formació i la inserció de les persones amb discapacitat. https://t.co/P05qhMbtAY"
"283","Moltes gràcies per estimar i defensar el territori incansablement. Infinitament agraïda de compartir aquest matí amb vosaltres. Seguim! https://t.co/W6n2jIuIcd"
"284","<U+0001F534> Avui @perearagones ha anunciat que si @Esquerra_ERC governa el regidor @miquelpuigrapos serà el Comissionat Next Generation per tal de liderar la gestió dels fons europeus de reconstrucció. 

<U+0001F449>Missió: promoure iniciatives per transformar l'economia del país. Endavant, Miquel! https://t.co/AdNrOr5pDb"
"285","<U+0001F449>Avui Teresa Jordà s'ha reunit amb els sectors industrial, agrícola i ramader de Riudellots

<U+0001F5E3> @TeresaJorda ""Aquest país té un potencial enorme! Però hem de millorar l'eficiència i l'eficàcia de les administracions, i això només s'aconsegueix amb consens"" https://t.co/piAuFyzRKW"
"286","La Selva és sostenibilitat, lluita compromís i estima al territori. I un pol d'activitat econòmica imprescindible per les comarques gironines i pel país. Amb vosaltres! #AlCostatDeLaGent https://t.co/NMZ2Ws8S5a"
"287","Després de tants mesos emociona trobar-nos; seguim on érem, units en la diversitat. Utilizem-la per créixer i avançar. Tenim un país per aixecar. Fem-ho! https://t.co/IFsh6YhwBA"
"288","<U+0001F3A5>[VÍDEO] @junqueras: ""Qui pot canviar els governs de sempre a l'àrea metropolitana? Només @Esquerra_ERC. Per això el PSC ens veu com el seu gran rival. Saben que només ens guanyen quan ens tenen empresonats, però el #14F tornarem a guanyar <U+270A><U+0001F3FD>"" #AlCostatDeLaGent https://t.co/XtZ44nYjJ4"
"289","El #14F votem @Esquerra_ERC perquè és un partit feminista<U+2640><U+FE0F>que defensa la justícia social i que garanteix i reconeix la diversitat i els drets de totes les persones
El #14F #ViaAmplia cap a la independència<U+270A><U+0001F3FD>
@raquelsans @ERC_dones @ERCPenedes @ivanfaccia

https://t.co/Bbt2Kz8Fx4"
"290","<U+2757><U+FE0F> Aquest dimarts, parlem d'#habitatge a #LaBarceloneta 

<U+0001F449> Hi participen l'@estercapella, el @trinitro, el @CuadrenchJordi i l'@evabaror 

<U+0001F4CD> Centre Cívic La Barceloneta, 18.30 h #CiutatVella

<U+0001F4F2> Pots seguir l'acte al nostre Youtube: https://t.co/qEDhU524pY https://t.co/h24oCUwVeW"
"291","<U+0001F534> @raquelsans: ""En el moment actual veus molta gent patir aquesta crisi de salut, social i humanitària en què molta gent ha perdut la feina o el seu negoci. Per tot aquest component més humà, ara més que mai toca estar #Alcostatdelagent."" https://t.co/kpAivUrGvi"
"292","<U+0001F4F0> [NOTÍCIA] @perearagones des de L'Hospitalet de Llobregat: “Hem vingut a derrotar <U+274C> el PSC i a fer de la victòria republicana una victòria <U+0001F4AA> de llibertat, igualtat i justícia” #AlCostatDeLaGent 

<U+0001F4F2> Llegeix-la! <U+0001F447>
https://t.co/Pf8qBz8CUq"
"293","Nosaltres continuem defensant les persones de Catalunya. El 14-F cal anar a votar per l'autodeterminació, la llibertat i fins i tot, per l amnistia.@quimforn @ForcadellCarme @joseprull @junqueras @jcuixart @jorditurull @jordisanchezp @raulromeva https://t.co/A1ZudumVR9"
"294","<U+2757><U+FE0F> [ACTE] La Catalunya exterior: apunta't a conèixer les propostes d'@Esquerra_ERC - acompanya a les seccions exteriors: Berlin, Brussel·les, Londres! <U+0001F30D><U+2708><U+FE0F> #14F

<U+0001F4C6> Dissabte 6
<U+0001F553> 18.00h

Es podrà seguir per:
<U+0001F4BB> YouTube: Esquerra International TV
<U+0001F4BB> Facebook: ERC Internacional https://t.co/CbyXiBOuBI"
"295","Dignitat!! <U+270A><U+0001F3FD> #AmnistiaAra<U+203C><U+FE0F> https://t.co/WmwSl5AUaI"
"296","La dignitat immensa d’un dirigent quan deixa un acte per marxar cap a la presó. Tenim una obligació, GUANYAR, GUANYAR i GUANYAR! Gràcies @junqueras #AlCostatDeLaGent https://t.co/UaKDuemHoL"
"297","Forgem majories àmplies per l'amnistia i l'autodeterminació. L'única solució a Catalunya passa per la democràcia. https://t.co/YOZfWLHaY2"
"298","<U+0001F3A5>[VÍDEO] @perearagones: ""Garantim una presidència d'esquerres, independentista i republicana. El #14F triem entre @Esquerra_ERC o PSC<U+274C>. República o monarquia. Mans netes o 40 anys de corrupteles. Fem que el 14 de febrer sigui un nou 14 d'abril<U+270A>!"" #AlCostatDeLaGent https://t.co/UWoMSCvfDb"
"299","<U+0001F3A5>[VÍDEO] @LauraVilagrPons: ""Tenim 2 objectius: fer la independència<U+270A> i proveir millors vides a la ciutadania<U+0001F46D><U+0001F46C>. Som motor de canvi perquè no formem part de les elits que han governat Catalunya els últims 40 anys. És l'hora d'@Esquerra_ERC!"" #AlCostatDeLaGent https://t.co/vt9z8iNHGz"
"300","<U+0001F3A5>[VÍDEO] @gabrielrufian: ""Ens neguem a regalar el present i el futur a ningú. Els jutges espanyols han decidit quan es vota a Catalunya, però els catalans decidirem qui governarà. I @Esquerra_ERC li deu una victòria a la història<U+270A><U+0001F3FD>"" #AlCostatDeLaGent https://t.co/SkoLiWCEd5"
"301","<U+0001F3A5>[VÍDEO] @najat_driouech a Núria Marín: ""Deixi <U+274C> de discriminar una part de la ciutadania de manera reiterada, negant el dret a pedró a molts ciutadans i ciutadanes. Que el PSC practiqui aquestes discriminacions els situa al mateix nivell que l'extrema dreta"" #AlCostatDeLaGent https://t.co/5LtXLsgW75"
"302","<U+0001F3A5> [VÍDEO] @junqueras: ""El PSC ens veu com el seu gran rival. Qui pot canviar els governs de sempre a l'àrea metropolitana? Només @Esquerra_ERC. Saben que només ens guanyen quan ens tenen empresonats, però els tornarem a guanyar""<U+0001F4AA> #AlCostatDeLaGent https://t.co/68fBcxMN2c"
"303","<U+0001F3A5> [VÍDEO] @junqueras des de L'Hospitalet de Llobregat: ""La corrupció es contagia, <U+0001F321><U+FE0F> de regidors a alcaldesses d'una ciutat i a presidentes d'una Diputació, i roba els diners al poble<U+0001F9D1><U+200D><U+0001F91D><U+200D><U+0001F9D1><U+0001F46C>"". #AlCostatDeLaGent https://t.co/8L7wLgf0zm"
"304","<U+0001F4E2> A les 18.30 h, segueix en directe l'acte a l'Hospitalet de Llobregat! <U+0001F4BB><U+0001F449> https://t.co/0lmn95LdnS

<U+0001F5E3><U+FE0F>Amb Oriol @junqueras, @perearagones, @LauraVilagrPons, @gabrielrufian, @najat_driouech i @antonigarcia

#AlCostatDeLaGent <U+270A>"
"305","Quina alegria compartir acte amb  els companys i companya, emocionada de veure'ls i parlar amb tots després de tants mesos. https://t.co/hplipQ04oA"
"306","Els fons europeus són una oportunitat per reconstruir el país i es poden gestionar de dues maneres: des de la Moncloa amb el PSC i els amics del BOE o des de Catalunya amb @Esquerra_ERC impulsant projectes estratègics, d'innovació i de PIMES. https://t.co/8iG1awO2o2"
"307","<U+0001F4E2>Som a l'acte unitari dels presos i preses polítiques<U+0001F397><U+FE0F> organitzat per @omnium a Barcelona

Quanta força dalt de l'escenari!<U+270A> Llibertat, amnistia i autodeterminació!

#LlibertatPresosPolítics #LlibertatPresesPolítiques https://t.co/DQLfRXcODp"
"308","Amb en Pere Aragonès @perearagones i en Miquel Puig hem presentat la proposta d’ @Esquerra_ERC per la reconstrucció de l’economia, basada amb un model productiu: indústria i coneixement, aprofitant el ‘next generation’ i guanyar en resiliència i capacitat davant de crisis futures https://t.co/pJTNAzcTom"
"309","Aquí, l'article al @SEGREcom
""Guanyar Lleida per al país, guanyar el país per a la gent"".
Som on hem estat sempre: #AlCostatDeLaGent
I amb tota la humilitat, però també determinació volem poder liderar el país a partir del #14F x seguir sent útils. https://t.co/49CWhpVeNH"
"310","Quim. Carme. Raül. Jordi. Oriol. Jordi. Josep. Jordi. Dolors. Dempeus. #alvostrecostat #Amnistia #FreeThemAll https://t.co/aMpivFYdx7"
"311","La pandèmia no s’atura i per això el @govern hi continuem donant resposta. Avui activem un nou espai polivalent a @hgermanstrias i guanyem 40 nous llits d’UCI. https://t.co/iBRllPRdfy"
"312","Jornada de treball intensa al #DeltadelEbre on hem comprovat de primera mà els estralls que causa la nefasta gestió del riu per part del Gobierno així com el canvi climàtic. El Delta s'està desfent i per això calen mesures urgents i contundents. És una qüestió de país. https://t.co/dp2uQOh2dQ"
"313","La importància del municipalisme en la reconstrucció econòmica del país. Ens ho expliquen @LauraVilagrPons i @ferranestruch. 
@Esquerra_ERC #AlCostatDeLaGent https://t.co/LoTR8xnZGN"
"314","Reunions de matí.
Avui, amb La Federació ALLEM.
Posem les persones al centre, reforcem l'estat del benestar, impulsem el Pla estratègic de serveis socials i les lleis de l'economia social i solidària, del Tercer sector, i de la concertació social catalana. #AlCostatDeLaGent https://t.co/13kpGvuIQw"
"315","Reunions de treball que són força i energia. Centenars de republicans i republicanes conjurats per guanyar i per estar #AlServeiDeLaGent 
Amb @junqueras i @martarovira liderant projecte i determinació. https://t.co/VIz0UCSOM0"
"316","Ella és la Feîruz Khalil, i tota sola va alliberar a 70 dones yazidís capurades per ISIS al Black Stadium, el seu últim bastió a Raqqa, la capital d’Estat Islàmic.

Encara tancat a pany i clau, ens el va obrir per ensenyar-nos la que va ser un dels cuartels més importants d’EI.<U+0001F447> https://t.co/h0mA9c63vU"
"317","Orgull immens escoltant de nou els consells i les paraules de l’Oriol @junqueras i de la @martarovira. 
Transmetent energia, força i el seu compromís per estar #alcostadelgent i assolir la #RepúblicaCatalana
No defallirem! A guanyar el #14F, omplint les urnes de vots republicans! https://t.co/eGpZ1iHguo"
"318","Això sí que donaria per tot un debat electoral:
<U+27A1><U+FE0F>L'atur, els contractes temporals, els falsos contractes de pràctiques i els contractes de falsos autònoms als quals es veu forçat el jovent. 

Ei, @socialistes_cat i @EnComu_Podem: la derogació de la reforma laboral NO pot esperar https://t.co/frYZDswEvj"
"319","<U+0001F5DE><U+FE0F>[VÍDEO] @perearagones: “El #14F cal triar entre posar la reconstrucció econòmica al servei del país, de les pimes; o posar-la al servei dels oligopolis de l’Íbex-35”

<U+0001F4F2>Més informació aquí <U+0001F449>https://t.co/OAL4ROeVgV https://t.co/ZOGrhfol1H"
"320","El TN ha obert, aquest migdia, amb aquesta imatge: 40% d’atur juvenil a l’estat espanyol i diferència notòria de la resta d’Europa.

Està clar, doncs, que l’estat espanyol no ofereix cap solució per una vida digna, ni per un futur estable pels i les joves. https://t.co/Devn5WmwzF"
"321","Seguint la roda de premsa de @salutcat i @interiorcat des de casa. Tota la informació la podeu escoltar de mans del Secretari General @mramentol i del coordinador de la Unitat COVID a Catalunya, el Dr. @JacoboMendioroz 
Sempre donant tota la informació amb transparència. https://t.co/HuUoQtL0R4"
"322","El CAP Gòtic de Barcelona s'amplia amb un nou annex assistencial de 365 m2 https://t.co/BzzDtd85HA"
"323","Si teniu dubtes sobre l'organització del #14F, us recomano aquesta entrevista a l'Ismael Peña (@ictlogist), l'encarregat de la Generalitat de processos electorals.

 https://t.co/85sPOBbXUh"
"324","<U+0001F3A5> [VÍDEO] @gabrielrufian en #ObjetivoDebate al PSOE: ""Su vergüenza <U+274C> es que Ortega Smith dijera <U+0001F5E3><U+FE0F> que Salvador Illa es el candidato de todo el bloque del 155 en Catalunya"" <U+0001F447> https://t.co/TkpxcokE97"
"325","Quants col·legis electorals hi haurà el #14F? Quantes meses hi haurà a cadascun?

<U+0001F50E> Podeu consultar, visualitzar i descarregar en #dadesobertes el llistat de centres de votació de les properes eleccions al Portal d'@opendatacat: https://t.co/SqABFJYJHF

#infoEleccions2021 https://t.co/4RkPTWmqNU"
"326","La dreta amenaça amb un tripartit. I l’esquerra no indepe la proposa com a motor de canvi. Són molts els motius pels quals un tripartit amb el PSC és inviable, però n’hi ha un que no surt als debats: els drets de les persones trans, dones sobretot. També ens hi juguem això."
"327","<U+0001F5DE><U+FE0F>[ENTREVISTA] @perearagones al @elperiodico: ""ERC no pot i no <U+274C> vol pactar amb el PSC. És impossible. És el PSC del 155. Illa i Iceta són exactament el mateix, estaven junts rere la pancarta de Societat Civil Catalana defensant el 155""

<U+0001F4F2>Llegeix-la! <U+0001F447>
https://t.co/QNLS8J21Cd"
"328","Les paraules d'en @raulromeva sempre mereixen ser escoltades: 'És clar que ens hi enfrontarem, però fora de la presó. Només fent política construirem societats plurals i obertes' <U+0001F60D> #AlCostatDeLaGent #SantCugat

@LauraVilagrPons @rogertorrent @DianaRibaGiner @julifernandez https://t.co/19oLqzJhOZ"
"329","<U+0001F4F8> El vicepresident @perearagones encapçala la reunió telemàtica del Comitè Executiu de Crisi per la COVID-19 amb els consellers @meritxellbudo, @miquel_samper, @albaverges, @JosepBargallo, @damiacalvet, @estercapella i @ramontremosa https://t.co/LqdPkeXiXt"
"330","1205 nits dels Jordis 
1188 nits de l’Oriol i el Quim 
1079 nits del Raül, Jordi, Josep i Dolors
1048 nits de la Carme

<U+0001F397>
Aguanteu que #guanyarem!
#llibertatPresesPolítiques #freeRomeva"
"331","""El que volem des d’ERC és un projecte d’inclusiu. La diversitat ens porta a voler construir grans consensos dins de l’independentisme però també en el republicanisme i en contra de la repressió. Representem les majories del 80%"", clou @raulromeva #AlCostatDeLaGent"
"332",".@raulromeva: ""L’amnistia és necessària per corregir una anomalia flagrant, hi ha gairebé 3.000 persones represaliades perquè hi ha una política d'estat que busca criminalitzar una manera de pensar. L'amnistia és posar el comptador a 0 i fer política"" #AlCostatDeLaGent"
"333","<U+0001F5E3><U+FE0F>@raulromeva: ""El que reclamo als poders polítics és que facin política, no li estic demanant a @sanchezcastejon que faci de jutge, li demano que faci política i prengui decisions polítiques. Els jutges han fet la seva feina, cadascú valorarà si l'han fet de manera honesta o no"" https://t.co/VhLbQXxiZk"
"334","""Entenc les preocupacions i inquietuds de molta gent, però tècnicament i sanitàriament el vot és segur. No son unes eleccions qualsevol, son unes eleccions que han de decidir qui lidera la reconstrucció en uns moments complicats"", diu @raulromeva #AlCostatDeLaGent"
"335",".@raulromeva: ""Nosaltres som a la presó pel que som no pel que hem fet. Per això, res aturarà la voluntat de construir una societat millor, fins i tot també per aquells que ens volen a la presó"" #AlCostatDeLaGent"
"336","""Cada mes i cada any que ens mantinguin a la presó és un motiu més per seguir defensant allò que hem defensat sempre: una #RepúblicaCatalana inclusiva"", explica @raulromeva a @AquiCuni #AlCostatDeLaGent"
"337","<U+0001F399><U+FE0F> @raulromeva [exconseller d'@exteriorscat]: ""Quan fa 3 anys que ets a la presó, la possibilitat de sortir i retrobar-te amb la gent, és una gran satisfacció""

<U+0001F4F9> Segueix l'entrevista en vídeo: https://t.co/1Vodcb7wFV https://t.co/MyQ2pqDtLv"
"338",".@raulromeva: ""Als que critiquen el 3r grau els diria que s’informessin millor sobre el dret penitenciari. Hi ha un principi establert: ningú pot estar complint una pena en un grau inferior al que hauria d’estar. La presó no ha de ser un espai de càstig"" #AlCostatDeLaGent"
"339","""Quan portes 3 anys a la presó i tens la possibilitat de sortir i retrobar-te amb la gent, tot i que sigui amb mascaretes, és una gran satisfacció"", afirma @raulromeva #AlCostatDeLaGent"
"340",".@raulromeva: ""La gent està clarament preocupada pel seu dia a dia, i pateix tant per la salut com per l’economia. Les institucions han de garantir que les necessitats de la gent estiguin complertes"" #AlCostatDeLaGent"
"341","""Estic content de ser aquí encara que sigui amb una llibertat molt limitada perquè avui dormiré a la presó. A més, tenim una incertesa molt gran de quant pot durar"", explica @raulromeva a l'@AquiCuni #AlCostatDeLaGent"
"342","Bon dia<U+0001F44B>! Ara @raulromeva és entrevistat a <U+0001F4FB>@AquiCuni. Segueix-lo en directe aquí <U+0001F449>https://t.co/u61VEaX1gJ #AlCostatDeLaGent https://t.co/R2n7yNhlGD"
"343","El canvi ha començat. És el moment d'@Esquerra_ERC, d'un nou lideratge de país. Només un president d'ERC pot representar el 80% de la societat catalana i aglutinar grans majories #alcostatdelagent https://t.co/g4qGS0bamI"
"344","Aquest #14F o 155 o @Esquerra_ERC. El partit del President Macià, el President Companys, l’ Oriol @junqueras i la Marta @martarovira 
<U+0001F5E3>@perearagones <U+0001F447><U+0001F3FC><U+270A><U+0001F3FD><U+270A><U+0001F3FD><U+0001F51D> https://t.co/R78dUhPycV"
"345","#VeuDeDona #AlCostatDeLaGent #ViaÀmplia https://t.co/VHBuKaiW91"
"346","<U+203C><U+FE0F> @JosepCuni parlarà aquest matí amb l'exconseller d'@exteriorscat del @govern, @raulromeva!

<U+2696><U+FE0F> Divendres va obtenir el tercer grau juntament amb la resta de presos independentistes.

<U+25B6><U+FE0F> A partir de les 9 h a @SERCatalunya o https://t.co/OQnAnJh7Ch https://t.co/5ztMef6Qeo"
"347","14 dies pel canvi! 

Reconstrucció, República Catalana i ser #AlCostatDeLaGent per fer d'aquest país un lloc millor. Aturem el bloc del 155, iniciem una nova etapa i reprenem la iniciativa i el camí cap a la independència construint una #ViaÀmplia que ens porti a la victòria. https://t.co/RM0ODbfFUh"
"348","<U+0001F4C6> Avui tenim una cita telemàtica a les 19h a Facebook Live per saber quines propostes de futur té Esquerra Republicana per al Camp de Tarragona. Ens ho explicarà la candidata @raquelsans en una entrevista amb @ricardgili <U+0001F44F><U+0001F3FB>
Link: https://t.co/hPt97FwOfM https://t.co/TE3I8AqpmK"
"349","Amb 90 anys d'història, el partit de Macià, Companys, Junqueras i Rovira ens posem al servei per presidir el país amb majories àmplies a favor de l'autodeterminació, l'amnistia i d'una reconstrucció en clau de progrés, treball, escoles i cures #AlCostatDeLaGent https://t.co/rL9wkQOTNv"
"350","Ara sí! Ara ja sé qui serà el nostre President! <U+0001F4AA>
Minut final de <U+2066>@perearagones<U+2069> <U+0001F447> https://t.co/AvdQqwyvlO"
"351","Venim de lluny i anem més lluny encara. Rumb útil. Compromís amb el país i la seva gent. Reconstrucció i republicanisme.

<U+27A1><U+FE0F> Coneix el programa d’@Esquerra_ERC: https://t.co/xjBZCvzBqO

<U+27A1><U+FE0F> Notícia del dia que vam presentar el programa: https://t.co/QlDTkv3fjZ 

#AlCostatDeLaGent https://t.co/UA4WSB5Z4g"
