"","x"
"240","Amb els consellers @joseprull i @LluisPuigGordi i amb el president @KRLS, a Terrassa hem compartit moltes emocions i l’evidència que la repressió de l’Estat no té aturador però també, que tenim un projecte, el de @JuntsXCat, amb propostes reals per a la llibertat i l’esperança. https://t.co/AUSzlbCKGq"
"241","Content i emocionat de poder parlar des de l'era de la Masia Freixa, al barri de Ca n'Aurell, a 100 metres de la casa on vaig néixer. @JuntsXCat #JuntsPerFer #JuntsPerSer #Terrassa https://t.co/AJPwCCHhtI"
"242","<U+0001F3A5> @LauraBorras: ""Avui hem conegut un estudi d'un grup d'economistes que diu que la Generalitat de Catalunya disposaria de 9.000 milions d'euros l'any si el tracte fiscal fos el mateix que té el País Basc. La pandèmia ens ha evidenciat les mancances estructurals de finançament"" https://t.co/TrU5u4LfKG"
"243","<U+0001F5E3><U+FE0F> @LauraBorras: ""El dèficit fiscal és dèficit social, ocupacional, cultural, és pèrdua d'oportunitats pels ciutadans de Catalunya. A #Junts tenim molt clar que només la plena independència ens permetrà disposar de tots els recursos per ajudar les persones com es mereixen"" https://t.co/KFXEXVNJYu"
"244","<U+0001F5E3><U+FE0F> @LauraBorras: ""Els fons europeus que havien de servir per ajudar sectors més afectats per la #Covid19, la setmana passada vam saber que tindran una gestió hipercentralitzada i que el govern més progressista de la història els posarà en mans de l'IBEX35. Nosaltres vam votar NO"" https://t.co/xvNuudD0xX"
"245","<U+0001F3A5> president @KRLS: ""Si volem forçar l'Estat a admetre la realitat, fem que esclati a la cara. Fem que el #14F se'n vagin a dormir amb un bany de realisme, i abandonin les excuses per abordar una solució política. Això només té una opció: que la @LauraBorras sigui presidenta"" https://t.co/Oah7f5c717"
"246","<U+0001F5E3><U+FE0F> president @KRLS: ""Si voteu, guanyem. No és una qüestió de confiança, és una demostració empírica. Jo no seria eurodiputat si haguéssiu pensat que el vostre vot no serviria de res. Cada vot compta. Aquest #14F només hi ha una opció real: un govern de #Junts amb la @LauraBorras"" https://t.co/zxVAFGTTVq"
"247","<U+0001F5E3><U+FE0F> conseller @joseprull: ""No es negocia des de la renúncia, sinó des de la fermesa i la determinació. L'#1Oct va existir, va ser un referèndum, vam marcar una fita i no hi renunciarem. Ens en sortirem si mantenim la fermesa i determinació amb una actitud constructiva i ambiciosa"" https://t.co/h7vFhQWPoB"
"248","<U+0001F3A5> conseller @joseprull: ""L'#1Oct vam guanyar, ens deien que era impossible i ens en vam sortir. Ara es torna a incorporar el concepte de la por, l'amenaça permanent, la repressió. No tenim dret a tenir por. Aquest camí que hem fet no serà envà, tot el que vam fer l'1O té sentit"" https://t.co/qybNQCW2Q2"
"249","<U+0001F3A5> @elsa_artadi: ""El progressisme dels socialistes i comuns és ajudar a fugir un monarca corrupte, és donar més diners als militars, és apujar les quotes dels autònoms, és mantenir la llei mordassa, tancar el CIE, aplicar un 155 digital, aprovar mesures amb VOX i recentralitzar"" https://t.co/cpiVkKHkQO"
"250","<U+0001F3A5> conseller @damiacalvet: ""La independència és justícia social, econòmica, mediambiental, generacional. Això és la independència, superar les dependències estèrils d'un Govern espanyol que ens impedeix posar al servei de les persones tota la capacitat i potència del nostre país"" https://t.co/kYa0CjVRPL"
"251","<U+0001F3A5> conseller @LluisPuigGordi: ""Avui som lluny de casa, però som lluny per defensar els drets dels catalans. Les victòries assolides a nivell jurídic com l'entrada al Parlament Europeu del president @KRLS i els consellers @toni_comin i @ClaraPonsati són una part d'aquesta defensa"" https://t.co/P7rZvRM4Rz"
"252","<U+0001F5E3><U+FE0F> conseller @miquel_samper: ""Terrassa és una de les ciutats més colpejades per la repressió de l'Estat espanyol. @solercampins, 3 acusat i després absolt; el conseller @LluisPuigGordi, 3 anys en el dur exili a Brussel·les; i el conseller @joseprull 3 anys de presó ignominiosa"" https://t.co/zYAU8j6E9B"
"253","<U+0001F4F7> Comença l'acte de campanya #JuntsPerTerrassa amb el president @KRLS, la candidata @LauraBorras, @elsa_artadi  i els consellers @joseprull, @LluisPuigGordi, @damiacalvet i @miquel_samper.

<U+0001F4CC> Segueix l'acte en directe: https://t.co/nnlItyQ5LM

#JuntsPerSer #JuntsPerFer https://t.co/u0RJNk4DNL"
"254","<U+0001F3A5> @jlcleries: ""El PSOE ha promogut d'amagades els recursos per no ajornar les eleccions, anteposant els interessos electorals. Volen que el #14F sigui la festa de l'abstenció. Demanem que la gent voti i que es respectin els resultats""

<U+0001F4C4> Nota de premsa: https://t.co/EyUFEq5tur https://t.co/VUTGnrjd4s"
"255","Avui, al Senat a la vicepresidenta Calvo li he parlat que estem davant d’una emergència sanitària, econòmica i social, però també democràtica molt greu. Ara cal que el 14F anem a votar! #JuntsPerFer #JuntsPerSer @JuntsXCat https://t.co/JDcbSc2MaA"
"256","Rehabilitar el parc d’habitatges per fer-los més eficients energèticament, descarbonitzar la mobilitat completant la xarxa ferroviària o el pla de mesures per frenar la regressió del Delta de l’Ebre són alguns projectes, que podeu consultar aquí: https://t.co/kd0CVbtiOA"
"257","Són propostes emblemàtiques, algunes amb col·laboració publicoprivada, que ens permetran transformar el model productiu, impulsar l’economia, fer-nos més sostenibles i resilients i fomentar la cohesió social i territorial #Nextgeneration https://t.co/OJGFekPnqB"
"258","Dels 5.545 M€, els projectes de regeneració urbana sostenible, gestió de l’estrès hídric pels efectes del #canviclimàtic, preservació del patrimoni natural o potenciació del transport públic són estratègics per tirar endavant el país #Nextgeneration https://t.co/rdQUPtF1JW"
"259",".@territoricat impulsa quatre dels 27 projectes emblemàtics per valor de 5.545 M€ que el @govern ha seleccionat avui per optar al finançament europeu #Nextgeneration, que es corresponen amb els pilars de transició ecològica i competitivitat https://t.co/sA1bo6lqs4"
"260","Fals. Jo no rebo cap ajuda del Govern. Mai he rebut ni un sol € com a pensió d'expresident. Si es refereix a l'oficina d'expresident, la regula una llei, les seves despeses sotmeses a control i es publica cada any una memòria d'activitats. És el que passarà amb el seu protegit? https://t.co/yQc0pC0rSP"
"261","<U+0001F4C6> Avui, a les 19.00h, serem a #Terrassa per explicar el projecte de @JuntsXCat pel #14F amb el president @KRLS, la candidata @LauraBorras, @elsa_artadi, @damiacalvet i amb els estimats @LluisPuigGordi i @joseprull! 

<U+0001F4F2> Ens hi veiem per streaming! https://t.co/objH6Vx8VX https://t.co/m9e8udtGp1"
"262","<U+0001F4E2> Aquest vespre, no et perdis l'acte de campanya #JuntsPerTerrassa amb el president @KRLS, la candidata @LauraBorras, @elsa_artadi i els consellers @joseprull, @LluisPuigGordi, @damiacalvet i @miquel_samper.

<U+0001F517> En directe a: https://t.co/nnlItyQ5LM

#JuntsPerSer #JuntsPerFer https://t.co/hz5eBImWGa"
"263","<U+0001F5E3> @GemmaGeis: ""Cal una estratègia de país per combatre l'atur juvenil, amb polítiques de formació i contractació que fomentin l'ocupació""

<U+0001F465> La cap de llista de @JuntsXCat a #Girona ha fet campanya aquest matí a Bescanó, amb @pllgarcia

<U+0001F4CC> Nota de premsa <U+0001F447> https://t.co/89yIQ53CYd"
"264","<U+27A1><U+FE0F>Reunits amb el sector de l’oci nocturn de Tarragona. Cal un pla de rescat específic d’aquest sector, vinculat al lleure i a la cultura, que compensi el tancament per la #COVID19 i permeti una represa amb totes les garanties sanitàries. @JuntsXCat defensem l’economia i la salut https://t.co/bL3eN5pGdG"
"265","Matí a Coll de Nargó, Fígols, Cabó i Peramola. Uns petits nuclis que són l’essència del nostre país, on el 80% és món rural. I on els serveis, com l’escola rural o els consultoris sanitaris, són fonamental per la supervivència. https://t.co/qcM68S7ScF"
"266","Gràcies a @debat_org per organitzar aquest debat electoral a 8, que serveix per contrastar projectes. Nosaltres tenim el compromís, l'única garantia perquè hi hagi un govern independentista que avanci cap a la independència, és #Junts. El #14F votem massivament, votem sense por! https://t.co/r1preWRLt6"
"267","Al teu costat, Jordi Jardí. Imputar un càrrec públic per defensar el dret a manifestació de la ciutadania només és possible en un estat autoritari i repressiu. No ens aturaran!

https://t.co/upfcHEgNTv"
"268","Un pilar clau de país i del nou govern amb @JuntsXCat és l’Educació: https://t.co/hLe8GOVBJo"
"269","Com l’amnistia. També diuen que la defensen, però no hi voten a favor al Parlament. 
La coherència dels Comuns. https://t.co/K0m9awsMjk"
"270","Tot aquest fil: avui el @govern ha presentat les seves prioritats per a que #Catalunya aprofiti al màxim els fons #NextGeneration #NGEU de la Unió Europea:
<U+0001F447><U+0001F447><U+0001F447><U+0001F447> https://t.co/g5obc62NP0"
"271","<U+25B6> #Portaveu @meritxellbudo: “El Govern ha ampliat amb 10 M€ la línia d’ajuts directes als comerços obligats a tancar des del 7 de gener. Per tant, l’import passarà dels 3.750€ previstos inicialment a 6.000 per establiment”. https://t.co/D3pNkXv1qq"
"272","<U+25B6> #Portaveu @meritxellbudo: “També hem analitzat l’informe amb els 27 projectes catalans seleccionats per la Comissió per a l’elaboració del Pla per a la reactivació econòmica i protecció social, CORECO, per optar als recursos del fons Next Generation EU”. https://t.co/JasDYBWAx1"
"273","@meritxellbudo #Portaveu @meritxellbudo: “Es vetllarà per incorporar en la contractació criteris socials i mediambientals, de digitalització i d’innovació i de responsabilitat social corporativa. També es facilitarà l’accés a les pimes i a les empreses d’economia social, i sectors emergents”"
"274","@meritxellbudo #Portaveu @meritxellbudo: “Aquesta agilització dels tràmits pels fons europeus Next Generation es farà en 4 àmbits: contractació pública, gestió pressupostària, subvencions i ajuts, convenis i consorcis, així com mesures per a la gestió estratègica dels recursos humans”"
"275","<U+25B6> #Portaveu @meritxellbudo: “El #Govern aprova un Decret llei per a la implementació i gestió dels fons procedents del Mecanisme de Recuperació i Resiliència i del Fons REACT-UE per a l’Administració de la Generalitat de Catalunya i el seu sector públic”. https://t.co/Q69sD4zZ3w"
"276","<U+0001F534> Roda de premsa per informar dels Acords de #Govern d'avui, amb la #portaveu @meritxellbudo https://t.co/8g4gKkIjWM"
"277","<U+0001F5E3> @GemmaGeis ha cridat a la mobilització del vot per al #14F. ""Fins el dia 5 de febrer hi ha temps per demanar-lo per correu. És molt important per tal que hi hagi una bona participació"" https://t.co/dWdUoRArh4"
"278","<U+0001F5E3> En una atenció als mitjans, @GemmaGeis ha defensat l'impuls de ""polítiques d'ocupació que ens permetin retenir el talent i donar oportunitats als joves"" per tal de reduir la taxa d'atur que afecta aquest segment de població https://t.co/LNM7vpIMx4"
"279","<U+0001F4CD> Bon dia! La cap de llista de @JuntsxCat a comarques gironines, @GemmaGeis, fa campanya avui #Bescanó!

<U+0001F465> L'acompanyen l'exalcalde, 
Xavier Soy, i @pllgarcia @JuntsxBescano https://t.co/LuaUMxFmMd"
"280","Que cadascú li posi el nom que cregui (#espoliFiscal, #EspanyaEnsRoba, #impostEspanya, etc) però tinguem-ho clar només amb la independència acabarem d'una vegada amb aquesta sagnia que afecta greument la qualitat de vida dels catalans. https://t.co/gEuJZf4fzk"
"281","Hi ha moltes maneres de permetre aquest drenatge insostenible per a Catalunya. La tria del 14 de febrer és també sobre això: entre les opcions porten 40 anys blindant aquest model, les que presten el seu suport perquè aquestes opcions continuïn governant, i les que diem que prou. https://t.co/BrsINUK8TW"
"282","<U+0001F3A5> @elsa_artadi a @debat_org: ""Necessitem un govern fort i liderat per una persona determinada com la @LauraBorras. Necessitem sortir de la pandèmia amb una gestió eficient. Aneu a votar massivament en contra d'aquells que no volen que canviï res""

#JuntsPerSer #JuntsPerFer https://t.co/SJrao5NGAX"
"283","<U+0001F3A5> @elsa_artadi, al @debat_org: ""Necessitem un govern fort i liderat per una persona intel·ligent i determnada com @LauraBorras. Necessitem sortir de la pandèmia amb una gestió eficient. Reprendre el fil de la tardor 2017, i l'única garantia és votar #Junts. Voteu massivament"". https://t.co/Lby0fIn7AB"
"284","<U+0001F3A5> @elsa_artadi, al @debat_org: ""Votar #Junts és garantia d'un govern independentista. La gestió dels Comuns a Madrid ens porta al fracàs i la gestió que fan a Barcelona a la decadència, tampoc volem un suposat govern progressista que ajuda a fugir al rei i no tanca CIEs"". https://t.co/vzV0jkhePa"
"285","<U+0001F3A5> @elsa_artadi, al @debat_org: ""Fa molts anys que hi ha un consens ampli a favor de votar, del 80%. Sempre a favor de la negociació, però no a fer-nos només fotos. La taula diàleg ha sigut un fracàs perquè no ha tingut garanties"". https://t.co/QxJQ354uTf"
"286","<U+0001F3A5> @elsa_artadi, al @debat_org: ""Hem de formar un govern independentista perquè només així avançarem cap a la independència. I ja hem vist que investint Pedro Sánchez res canvia i que aquest govern ""tan progressista"" quan li cal, aprofita Vox per tirar endavant mesures"". https://t.co/6bSvuSz6v0"
"287","<U+0001F3A5> @elsa_artadi, al @debat_org: ""PSOE i Comuns són els responsables que la gestió de la pandèmia sigui una tragèdia: país amb més morts i menys ajuts d'Europa. I ara, a la persona incompetent que tenien al capdavant ens l'envien a Catalunya, un menyspreu cap a tota la ciutadania"" https://t.co/4OVqFdzl2q"
"288","<U+0001F3A5> @elsa_artadi, al @debat_org: ""El Departament de Feminisme s'ha d'elevar. Fallem com a societat en polítiques en matèria de violència masclisme. Per tolerar micromasclismes i l'anomenada 'violència institucional' que fa que hi hagi poques denúncies, protecció i acompanyament"". https://t.co/bx4KuLSWMQ"
"289","<U+0001F4F2> Tota a punt! Comencem el debat electoral organitzat per @debat_org, on participa @elsa_artadi, candidata número 4 a la llista per Barcelona de @JuntsXCat. 

<U+0001F4CC>En directe: https://t.co/mc9qWlmSk7

#JuntsPerFer
#JuntsPerSer https://t.co/YffX6tNK6M"
"290","Avui, debat electoral amb els candidats del #14F. Una oportunitat per explicar propostes i per compartir reptes de futur. Us convido a seguir-lo! A les 21h, a les televisions i ràdios de casa nostra! Orgullosa, també com a dona, de representar el projecte de @JuntsXCat. #junts https://t.co/882uAfKjdW"
"291","Avui campanya a Osona 
Primera visita a @seidor multinacional catalana amb presencia a 38 països. El seu problema, com el 80% d’empreses és q no troben personal qualificat. Q ha fet el SOC @treballcat per solucionar el problema? Ens cal un govern amb les idees clares i accio! https://t.co/y0kTx22pAt"
"292","<U+0001F3DE> A Catalunya tenim 2.980 zones humides, amb ecosistemes tant emblemàtics i alhora fràgils com el @pnaiguestortes, el #DeltadelEbre, el #PNAiguamollsdelEmpordà i l'Estany de Banyoles, entre moltes altres. Són reserves de vida i biodiversitat. Avui #Diamundialdeleszoneshumides! https://t.co/viu3QU88Hn"
"293","El candidat socialista a la Generalitat pertany a un partit que ha manat 23 anys i encara mana. N'ha estat ministre fins fa quatre dies. Són responsables directes d'aquesta catàstrofe. La incompetència de l'unionisme espanyol es descriu en aquesta estadística oficial de la UE. https://t.co/x8DhmWRCWK"
"294","<U+0001F4E2> Aquest vespre, no et perdis l'acte de campanya #JuntsPerTerrassa amb el president @KRLS, la candidata @LauraBorras, @elsa_artadi i els consellers @joseprull, @LluisPuigGordi, @damiacalvet i @miquel_samper.

<U+0001F517> En directe a: https://t.co/nnlItyQ5LM

#JuntsPerSer #JuntsPerFer https://t.co/hz5eBImWGa"
"295","<U+0001F4FA> @LauraBorras: ""Prioritzem allò que ens uneix per damunt del que ens separa. Si l'escenari després del 14F és una majora independentista, s'han de fixar les noves bases d'un govern únic, fort i cohesionat i valent""

<U+0001F4CC> Recupera l'entrevista a @elsmatins: https://t.co/eQRb65aHAS https://t.co/gNc1LbYKYe"
"296","<U+0001F4FA> @LauraBorras: ""No podem repetir la credulitat respecte de l'Estat. Sempre hem ofert negociació, però en la negociació hi ha d'haver un reconeixement de dret d'autodeterminació; amnistia com a punt de partida; i respectar el resultat de la sobirania de Catalunya""

#ElsMatinsTV3 https://t.co/T9O35erwwq"
"297","<U+0001F4FA> @LauraBorras: ""Hem de preservar tota l'activitat econòmica ara per evitar mals futurs. L'Estat espanyol només ha fet moratòries de pagaments o endeutaments, el @govern amb totes les seves limitacions ha ofert ajuts directes, insuficients per la situació econòmica que tenim"" https://t.co/bYeEQWAgcr"
"298","<U+0001F4FA> Comença l'entrevista de la candidata @LauraBorras a @elsmatins.

<U+0001F4CC> Segueix l'entrevista en directe a @tv3cat: https://t.co/3ST7ZUz4Un

#ElsMatinsTV3 https://t.co/ZNm84f6ca0"
"299","<U+0001F399><U+FE0F> @LauraBorras: ""La nostra prioritat és la lluita contra la pandèmia, però és una situació de crisi que no podem resoldre plenament i de forma satisfactòria sense disposar de totes les eines i recursos""

<U+0001F4CC> Recupera l'entrevista a @maticatradio: https://t.co/OpTxkADGDc https://t.co/lEzgiEBvlL"
"300","<U+0001F399><U+FE0F> @LauraBorras a @maticatradio: ""La via de la negociació amb l'Estat l'hem mantingut sempre oberta, però ha de ser en uns termes que permetin una negociació real. No estem en la resignació, ni en la renúncia, ni en la conformitat. El #14F veurem quina estratègia té més suports"""
"301","<U+0001F399><U+FE0F> @LauraBorras a @maticatradio: ""Per poder ser independents, n'hi hauria prou que l'Estat espanyol reconegués el resultat del referèndum de l'#1Oct, alliberés els presos, permetés el retorn dels exiliats i acabés amb la repressió. És a dir, que fos un estat plenament democràtic"" https://t.co/9xDf3I1IBJ"
"302","<U+0001F399><U+FE0F> @LauraBorras a @maticatradio: ""El principal repte és vèncer l'abstenció. Hi ha por, per això hem de ser capaços de comunicar seguretat en el procediment. Però també hi ha desafecció, cal explicar que la realitat que tenim es pot canviar amb un vot. No s'hi val la resignació"""
"303","<U+0001F399><U+FE0F> @LauraBorras a @maticatradio: ""Cal fer un esforç per fer una crida a la participació massiva per garantir la salut democràtica del país. El @govern assegura que votar és un procés segur. Cal que tothom surti a votar, com sigui, les persones vulnerables que votin per correu"" https://t.co/7UcyDLQwbq"
"304","<U+0001F399><U+FE0F> @LauraBorras a @maticatradio: ""La principal anormalitat d'aquestes eleccions és que qui fixa la data és un tribunal. Tenim la vida judicialitzada a Catalunya des del 2017, i ara també tenim una pandèmia al damunt i això afecta la vida i la salut de les persones"" https://t.co/oO4RJxZbmI"
"305","<U+0001F399> Comença l’entrevista de la candidata @LauraBorras a @maticatradio.

<U+0001F4CC> Segueix l’entrevista en directe: https://t.co/E3YmXbBpzW

#JuntsPerSer #JuntsPerFer https://t.co/7Hsiw1Lsp1"
"306","<U+0001F3A5> Diari de campanya - Dia 4.

<U+0001F5E3> Som els de la il·lusió i l’esperança, som els que no ens rendim ni ens resignem. Parlem amb tothom i escoltem cada opinió, cada proposta i cada queixa. Volem oferir solucions, perquè no volem deixar ningú enrere. 

#JuntsPerSer #JuntsPerFer https://t.co/jFc980AaRi"
"307","Moltes gràcies per deixar-nos participar i aprendre conjuntament. Enhorabona per la feina i el nostre compromís de treballar per seguir millorant. @JuntsXCat https://t.co/Rz7hqEThbh"
"308","<U+25B6><U+FE0F> @ramontremosa defensa el potencial agroalimentari del territori des del Castell del Remei

<U+0001F5E3><U+FE0F>""El gran esforç que s’ha de fer des de les terres de Lleida és posar en valor la producció de qualitat que generen""

#JuntsPerFer #JuntsPerSer https://t.co/d7ZAPTCdcV"
"309","<U+0001F4CC> @ramontremosa es compromet a treballar per uns preus justos per als pagesos i ramaders i per una reforma de la PAC que afavoreixi la revolució digital

<U+25B6><U+FE0F>Les furgonetes de Junts han recorregut avui el Segrià, la Noguera, el Pla d’Urgell, l’Alt Urgell i el Pallars Jussà https://t.co/GC1XzanAXp"
"310","<U+27A1><U+FE0F> Avui dia intens, primer a #ElVendrell explicant les 50 mesures per un Govern fort i eficient de @JuntsXCat amb el @jcanadellb, l'@albertbatet, l'@ECampdepadros, el @JosepLlasat, la @nuriabuira i el @jaumedomingo<U+2757>

50 mesures que també ajudaran al #BaixPenedès<U+2757> https://t.co/nFEat76NBs"
"311","Que no ens enganyin, els socialistes són sinònim d’autonomisme, de 155, de repressió i de judicialització de la política. 
Aquest és l’ “efecto Illa” https://t.co/qc8UYcttqf"
"312","A la Plaça de la Vila de Gràcia, com cada dilluns, des de fa 3 anys, exigint la fi de la repressió, llibertat del presos polítics i el retorn dels exiliats #LlibertatPresosPoliticsiexiliats https://t.co/pO9ZUPvewE"
"313","Desobeïm perquè sense drets humans no hi ha democràcia. No permetrem que tornin a vulnerar els drets del nostre poble. Presos, exiliats i represaliats polítics seguim estant al vostre costat !! #PreparemNos <U+0001F397> https://t.co/KPGRoHJ6o7"
"314","Amb el @jcanadellb, hem fet un acte a El Vendrell. Necessitem gestionar els nostres recursos perquè el Baix Penedès, la comarca amb la taxa més alta d'atur, generi oportunitats de progrés i de benestar pels seus ciutadans.

#JuntsPerFer
#JuntsPerSer https://t.co/pKGJgUcJfd"
"315","Aquest vespre, amb @jcanadellb, hem explicat al Baix Penedès les 50 principals mesures per liderar un govern fort i eficient per sortir de la crisi i garantir un futur millor per a tothom.

#JuntsPerSer
#JuntsPerFer https://t.co/nerZ4J7xnV"
"316","Visita a #SantFeliudeLlobregat amb la candidatura de @JuntsXCat de la comarca, el dia que hem presentat les #50mesures per reactivar l’economia. Perllongar el Tram per millorar el transport públic del #BaixLlobregat i guanyar competitivitat, clau!

#14F
#JuntsPerSer
#JuntsPerFer https://t.co/69OPApFtHE"
"317","El #14F les urnes s'han d'omplir de vots independentistes i només @JuntsxCat garantirà que hi hagi un govern <U+0001F4AF> independentista. 

Moltes gràcies, Clara Armengol, per aquesta entrevista a @VOrientalTv https://t.co/S8I1C9wH20"
"318","Igualment !!! Un plaer i un honor Presidenta @ForcadellCarme  i consellera @dolorsbassac  #Seguim #LlibertatPresosPoliticsiexiliats https://t.co/yidT7vCEJ0"
"319","Ets molt gran, presidenta @ForcadellCarme! T’estimem! https://t.co/BIhk1klURJ"
"320","La unitat és un dels béns més delicats que tenim. I alhora dels més poderosos per assolir grans objectius de país. L'amnistia n'és un; és un element imprescindible en la recepta de la solució política. Gràcies @omnium. https://t.co/dwVXodmrE2"
"321","#CorredorMediterrani (??): “Elche estará conectado con Madrid en 2 horas...”

Centralisme del rònec, del de tot la vida, que avui  ja no té ni vergonya a l’hora pervertir els conceptes. https://t.co/b7UqN88wSJ"
"322","El candidat Illa ha deixat molt clar quin és el seu model de país: passar pàgina com si aquí no hagués passat res. 
Aquest passar pàgina ja sabem el que és, mirar cap a un altre costat i fer el que es va fer al règim del 78. https://t.co/FWpdek15M2"
"323","<U+0001F4C4> @LauraBorras: ""Ells creuen que no som capaços. Per això som l'enemic a abatre, perquè ens ho creiem i sí que ho farem""

<U+0001F4CC> Llegeix la nota de premsa: https://t.co/wHGJsMqX9V

<U+0001F3A5> Recupera el vídeo de l'acte: https://t.co/Ocoz2cvVNi

#JuntsPerSer #JuntsPerFer https://t.co/JoNeW2vCh0"
"324","<U+0001F3A5> president @KRLS: ""El govern espanyol pensa que no som prous, per això hem de guanyar. Perquè els del govern progressista de la història sàpiguen que se'ls han acabat les excuses. Perquè es vegin obligats a sentir la nostra veu, i sentin allò que voldríem que oblidéssim"" https://t.co/3lye5bciqD"
"325","<U+0001F5E3><U+FE0F> president @KRLS: ""Al govern espanyol li han fet creure que l'#1Oct és una pàgina a passar. El #14F<U+0001F5F3><U+FE0F> els hem de recordar que la història els passarà comptes, que s'equivoquen. El poble de Catalunya té memòria. No passarem pàgina. L'1O és història i forma part del nostre futur"" https://t.co/rRQyt9sCEb"
"326","<U+0001F5E3><U+FE0F> president @KRLS: ""Una victòria de #Junts ens apropa més a una solució política, perquè obligarà l'Estat espanyol a abandonar la comoditat en què s'ha instal·lat, amb acords 'low cost' perquè sempre té algú que li aprova els pressupostos a canvi de res. Les coses no van així"" https://t.co/YfSScBWSo1"
"327","<U+0001F5E3><U+FE0F> consellera @meritxellbudo: ""Ahir, @salvadorilla no parava de repetir que 'hem de passar pàgina'. Aquest és el seu model de país: tapar les vergonyes d'un estat repressor de drets. Els @socialistes_cat són sinònim de 155, de repressió i de judicialització de la política"" https://t.co/2OzE9EcFzr"
"328","<U+0001F5E3><U+FE0F> @judithtoronjo: ""3 de cada 4 joves no es poden emancipar i ens trobem amb xifres de desocupació del 40%. Els joves som conscients que la via necessària per gestionar els nostres recursos és l'eficiència d'arribar a la independència. #Junts és l'eina per fer-ho possible"" https://t.co/lhLkuHMu2s"
"329","<U+0001F5E3><U+FE0F> @josepcosta: ""Que #Junts guanyi les eleccions és el pitjor escenari per la Moncloa. Som els que volem persistir, continuar, reprendre les coses on les vam deixar l'#1Oct. Som aquí perquè va existir l'#1Oct. No volem esperar, i no us farem triar entre solvència i independència"" https://t.co/4SJDPtY4um"
"330","<U+0001F3A5> @LauraBorras: ""Votarem sense por, perquè els catalans mai no hem tingut por de les urnes. #Junts posem el país per davant del partit, som una llista d'homes i dones que treballarem per aconseguir un @govern fort, capaç, eficaç i eficient, que posi la independència a l'agenda"" https://t.co/Cy27Lwnsms"
"331","<U+0001F3A5> @LauraBorras: ""En ple debat de TVE, en sentir la nostra proposta, @salvadorilla em va etzibar: 'Això no t'ho creus ni tu'. El que realment els fa por és que sí que ens ho creiem, temen que sigui possible, perquè saben que som capaços de fer-ho. Per això som l'enemic a batre"" https://t.co/F2DwVLiS0q"
"332","<U+0001F5E3><U+FE0F> @LauraBorras: ""Necessitem les eines i la capacitat de decisió per fer front a la pandèmia. Des de #Junts fem una aposta ferma i decidida per gestionar la sortida de la crisi com a prioritat, i ambicionar la independència com la sortida d'aquesta i de qualsevol altra crisi"" https://t.co/KDvQQtCw3N"
"333","<U+0001F5E3><U+FE0F> @miriamnoguerasM: ""La @LauraBorras, el president @KRLS i tota la gent #Junts representem el catalanisme valent, que malgrat els tribunals, la JEC, la policia i la justícia patriòtica, no us heu rendit mai. Estic convençuda que el #14F<U+0001F5F3><U+FE0F> serà la primera presidenta de Catalunya"" https://t.co/BenEn1SEda"
"334","<U+0001F4F7> Comença l'acte #JuntsPerMataro amb el president @KRLS, la candidata @LauraBorras, la consellera @meritxellbudo, el vicepresident del Parlament @josepcosta, @judithtoronjo i @miriamnoguerasM.

<U+0001F4CC> Segueix-lo en directe: https://t.co/Ocoz2cvVNi

#JuntsPerSer #JuntsPerFer https://t.co/ubPLI4oNFl"
"335","Així es peta el Gobierno espanyol els fons europeus del Corredor Ferroviari Mediterrani. https://t.co/jxgpJ2CvT2"
"336","<U+2705> Avui @JuntsXCat ha presentat 50 mesures per un Govern fort i eficient. 50 punts molt importants amb visió de país i projecte. En vull destacar alguns: 

<U+0001F6A8> Aprovar la nova Llei de Bombers i una nova Llei del Sistema de Policia de Catalunya que integri els cossos de seguretat https://t.co/c6xFV3QOFe"
"337","<U+0001F4F9> Farem que les condicions de vida de la gent siguin dignes

<U+2705> El Pacte Nacional per l’Habitatge garantirà el dret d’accés per a tothom i rehabilitarem 25.000 habitatges cada any

<U+0001F5F3> @JuntsXCat, per governar bé i fer la independència
 
#14F
#JuntsPerSer
#JuntsPerFer https://t.co/RfjobfDqZX"
"338","Vivim en un territori molt ric, però, a més, tenim el talent de les persones. 
Crec que confiar en aquest talent és un motiu d’esperança en aquests moments que estem vivint actualment.

<U+0001F3A5> Recupera la conversa que vaig tenir amb l’@andersivera, aquí<U+0001F447>

https://t.co/7yzAVZg9F9 https://t.co/fKyGMFoaPo"
"339","Absolutament prioritari. Un país sense oportunitats pel jovent és un país sense futur. <U+0001F447><U+0001F3FC> https://t.co/CAvP2U3lGE"
"340","Acte a Vendrell per explicar els reptes econòmics per millorar l’atur, el pla de xoc q haurem de posar en marxa a partir del #14F i haurem d’exigir els fons next generation q ens pertoquen. Només fent la independència ho aconseguirem tot! https://t.co/ovXq8Vdefy"
"341","El dia #14F “A les urnes catalans!”

Per una nació lliure de dones i homes lliures.

#amnistia
#Llibertatpresospolitics https://t.co/PYEkcBWsfb"
"342","Aquesta tarda, en un acte unitari, els 9 presos i preses polítics hem donat suport a la campanya per l'Amnistia i demanat omplir les urnes el #14F de vots independentistes. https://t.co/jDrH0oHwtK https://t.co/5dM3M1lOOE"
"343","Units per l’amnistia i per guanyar novament a les urnes el #14F i avançar cap a la independència https://t.co/zkNJI9gqd6"
